[2026-08-12T17:06:52.690Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → 200 (86ms, 320B)
[2026-08-12T17:06:52.777Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → 200 (87ms, 320B)
[2026-08-12T17:06:52.864Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → 200 (87ms, 320B)
[2026-08-12T17:06:52.951Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → 200 (92ms, 320B)
[2026-08-12T17:06:53.044Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → 200 (88ms, 320B)
[2026-08-12T17:06:53.132Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → 200 (88ms, 320B)
[2026-08-12T17:06:53.220Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → 200 (87ms, 320B)
[2026-08-12T17:06:53.307Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → 200 (88ms, 320B)
[2026-08-12T17:06:53.395Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → pending (?ms, 320B)
[2026-08-12T17:06:53.484Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → 200 (87ms, 320B)
[2026-08-12T17:06:53.571Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → 200 (87ms, 320B)
[2026-08-12T17:06:53.658Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → 200 (88ms, 320B)
[2026-08-12T17:06:53.746Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → 200 (88ms, 320B)
[2026-08-12T17:06:53.834Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → 200 (90ms, 320B)
[2026-08-12T17:06:53.924Z] GET https://igniteradio.xyz/api/points?listenerUid=listener_a3508795-88a6-488f-9051-63665d29e86b → 200 (87ms, 320B)
